Loan Amount,Funded Amount,Loan Term,Interest Rate,Loan Grade,Loan SubGrade,Employee Title,Employemen Length,Annual Income,Verification Status,Loan Issued Date,Loan Status,Loan Purpose,Title,Address State,Month since last Delinquency,Outstanding Principal,Total Payment,Total Recvd Principal,Total Recvd Interest,Total Recvd Late fees
15000,15000, 36 months,16.77%,D,D2,US Forest Service,10+ years,122000,Source Verified,11-Oct,Fully Paid,other,Other Loan,CA,,0,18463.79721,15000,3463.8,0
9200,9200, 60 months,16.77%,D,D2,Enterprise Holding,7 years,72000,Verified,11-Oct,Fully Paid,credit_card,Help,CA,30,0,11184.07182,9200,1984.07,0
12000,12000, 36 months,13.49%,C,C1,Barnes-Jewish Hospital,< 1 year,48000,Not Verified,11-Oct,Fully Paid,other,wedding expenses,MO,,0,13657.47863,12000,1657.48,0
6000,6000, 36 months,7.90%,A,A4,Wal-Mart,10+ years,53000,Verified,11-Oct,Fully Paid,moving,Moving Forward,NH,21,0,6758.656937,6000,758.66,0
12800,12800, 36 months,8.90%,A,A5,"University of California, Davis",8 years,38500,Not Verified,11-Oct,Fully Paid,debt_consolidation,Get out of debt and be free!,CA,40,0,14631.83476,12800,1831.83,0
8000,8000, 36 months,8.90%,A,A5,City of Fremont,10+ years,150000,Verified,11-Oct,Fully Paid,credit_card,home depot,CA,70,0,9144.903087,8000,1144.9,0
4450,4450, 60 months,19.42%,E,E3,Brown  and  Brown,4 years,26436,Not Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,FL,33,0,6982.399996,4450,2532.4,0
5400,5400, 36 months,8.90%,A,A5,kam tool,10+ years,50000,Source Verified,11-Oct,Fully Paid,other,need money for taxes,IL,,0,6128.54742,5400,728.55,0
12000,12000, 36 months,11.71%,B,B3,Marlin Leasing,< 1 year,50000,Not Verified,11-Oct,Fully Paid,debt_consolidation,Financial Freedom,NJ,,0,14044.68975,12000,2044.69,0
3000,3000, 36 months,6.03%,A,A1,godsell construction,6 years,80000,Verified,11-Oct,Fully Paid,major_purchase,Major Purchase Loan,NY,,0,3287.02608,3000,287.03,0
4800,4800, 36 months,7.90%,A,A4,dept of transportation,2 years,55200,Source Verified,11-Oct,Fully Paid,other,help a family member,CA,,0,5403.988502,4800,603.99,0
6500,6500, 36 months,15.96%,C,C5,Aunt Millie's Bakeries,1 year,50000,Not Verified,11-Oct,Fully Paid,debt_consolidation,Debt relief,IL,6,0,8117.404219,6500,1617.4,0
10000,10000, 36 months,6.62%,A,A2,town of johnston rhode island,10+ years,100000,Not Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,RI,,0,11028.22138,10000,1028.22,0
3600,3600, 36 months,10.65%,B,B2,Kaiser Permanente,7 years,76000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,OR,44,0,4087.616603,3600,487.62,0
2000,2000, 36 months,11.71%,B,B3,Metro PCS,5 years,40000,Not Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,FL,,0,2382.051607,2000,382.05,0
30000,30000, 60 months,20.30%,E,E5,Cholakian  and  associates,6 years,135000,Verified,11-Oct,Fully Paid,debt_consolidation,2011 Debt Payoff,CA,52,0,37392.01571,30000,7392.02,0
23000,23000, 60 months,12.42%,B,B4,Marks Paneth & Shron,3 years,64000,Verified,11-Oct,Fully Paid,debt_consolidation,Credit Card Clean Up,NY,,0,28323.69235,23000,5323.69,0
5000,5000, 36 months,18.25%,D,D5,Entegris,1 year,33600,Source Verified,11-Oct,Fully Paid,credit_card,Help,MN,,0,6010.623632,5000,1010.62,0
23275,23275, 36 months,12.42%,B,B4,Continental Airlines,10+ years,60000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Luck Luck Loan,FL,,0,27990.61832,23275,4715.62,0
4000,4000, 36 months,6.62%,A,A2,roomstore,10+ years,47000,Verified,11-Oct,Fully Paid,wedding,wedding loan,TX,,0,4421.30587,4000,421.31,0
8400,8400, 36 months,8.90%,A,A5,Town and Country Medical,7 years,52000,Not Verified,11-Oct,Fully Paid,debt_consolidation,Discover no debt,MO,,0,9600.193111,8400,1200.19,0
15600,15600, 36 months,7.90%,A,A4,"Independence Excavating, Inc.",6 years,90000,Not Verified,11-Oct,Fully Paid,credit_card,Free CC 2011,OH,,0,17572.59752,15600,1972.6,0
28000,28000, 60 months,12.69%,B,B5,dept of homeland security,10+ years,145000,Verified,11-Oct,Fully Paid,credit_card,card2,IL,,0,34628.59113,28000,6628.59,0
11800,11800, 36 months,6.03%,A,A1,Westat,4 years,102500,Verified,11-Oct,Fully Paid,debt_consolidation,Reduce Credit Card Interest,MD,,0,12795.90461,11800,995.9,0
4200,4200, 36 months,7.90%,A,A4,Best Buy,4 years,12000,Source Verified,11-Oct,Fully Paid,other,Repairs and expenses ,IL,59,0,4731.082228,4200,531.08,0
12000,12000, 36 months,6.03%,A,A1,Triad Isotopes,4 years,120155,Not Verified,11-Oct,Fully Paid,moving,Relocation loan,FL,,0,12811.55473,12000,811.55,0
13000,13000, 36 months,11.71%,B,B3,Department of Defense - NAVSEA,9 years,83195,Verified,11-Oct,Fully Paid,debt_consolidation,"Goodbye Evil, High Interest CC Debt",NJ,,0,13252.19151,13000,252.19,0
12000,12000, 60 months,19.42%,E,E3,frito lay,10+ years,42000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt payoff,AR,,0,18276.60998,12000,6276.61,0
7200,7200, 36 months,7.90%,A,A4,community hospital,10+ years,37200,Source Verified,11-Oct,Fully Paid,debt_consolidation,pay credit card,FL,51,0,7917.53304,7200,717.53,0
8600,8600, 60 months,10.65%,B,B2,Credit Lenders Service Agency In,10+ years,63900,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,NJ,,0,11108.31,8600,2508.31,0
12000,12000, 36 months,6.62%,A,A2,Pennridge School District,10+ years,100000,Verified,11-Oct,Fully Paid,debt_consolidation,Personal Loan,PA,31,0,13263.95464,12000,1263.95,0
6000,6000, 36 months,14.27%,C,C2,united states coast guard,6 years,45000,Source Verified,11-Oct,Fully Paid,other,auto repairs,FL,14,0,7410.669006,6000,1410.67,0
12000,12000, 36 months,15.27%,C,C4,Ait Liquide,5 years,102000,Source Verified,11-Oct,Fully Paid,home_improvement,debt  pay-off,TX,5,0,13600.22879,12000,1600.23,0
35000,35000, 60 months,18.64%,E,E1,PSS World Medical,5 years,75000,Verified,11-Oct,Fully Paid,debt_consolidation,debt consolidation,CA,,0,47454.44386,35000,12454.44,0
30000,30000, 60 months,19.03%,E,E2,West Marine,6 years,110000,Verified,11-Oct,Fully Paid,home_improvement,Home Improvement,SC,,0,45324.43994,30000,15324.44,0
10250,10250, 36 months,6.62%,A,A2,,3 years,60000,Source Verified,11-Oct,Fully Paid,debt_consolidation,American Express,CT,,0,10725.59088,10250,475.59,0
14000,14000, 36 months,11.71%,B,B3,Chevron,< 1 year,97000,Verified,11-Oct,Fully Paid,major_purchase,Major Purchase Loan,AL,,0,16547.35245,14000,2547.35,0
24000,24000, 36 months,19.42%,E,E3,Anne Arundel County Public Schools,10+ years,96000,Verified,11-Oct,Fully Paid,debt_consolidation,Credit Consolidation,MD,70,0,31854.56281,24000,7854.56,0
35000,35000, 36 months,18.25%,D,D5,CME Group,5 years,130000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Personal debt consolidation,IL,,0,45710.16602,35000,10710.17,0
35000,35000, 60 months,19.91%,E,E4,CSS Building Services,9 years,73000,Verified,11-Oct,Fully Paid,debt_consolidation,credit fix,NJ,,0,54005.47996,35000,19005.48,0
2000,2000, 36 months,13.49%,C,C1,phladelphia media network,1 year,45000,Not Verified,11-Oct,Fully Paid,other,Other Loan,NJ,,0,2442.918987,2000,442.92,0
35000,35000, 60 months,11.71%,B,B3,"Baker & McKenzie, LLP",3 years,155000,Verified,11-Oct,Fully Paid,debt_consolidation,Consolidation,DC,,0,45593.83997,35000,10593.84,0
10000,10000, 36 months,9.91%,B,B1,Lowe's,3 years,26004,Verified,11-Oct,Fully Paid,debt_consolidation,debt consolidation loan,MI,18,0,10431.88716,10000,431.89,0
5000,5000, 36 months,12.42%,B,B4,HENRY SCHEIN DENTAL,3 years,130000,Not Verified,11-Oct,Fully Paid,home_improvement,furnace,CT,,0,6014.721123,5000,1014.72,0
5200,5200, 36 months,7.90%,A,A4,Brigham & Women's Hosputal,5 years,64000,Not Verified,11-Oct,Fully Paid,debt_consolidation,Have to buy furnace!,MA,,0,5857.532506,5200,657.53,0
12000,12000, 36 months,6.62%,A,A2,Department of Education PS 45Q,10+ years,72000,Source Verified,11-Oct,Fully Paid,other,debt,NY,,0,13263.95464,12000,1263.95,0
4000,4000, 36 months,17.58%,D,D4,"Lipsitz & Ponterio, LLC",3 years,40000,Not Verified,11-Sep,Fully Paid,wedding,Wedding Loan,NY,52,0,5175.635852,4000,1175.64,0
1500,1500, 36 months,7.51%,A,A3,Client Services Inc,1 year,30000,Source Verified,11-Oct,Fully Paid,major_purchase,October Living Loan,IL,32,0,1536.174499,1500,36.17,0
12000,12000, 60 months,8.90%,A,A5,forrest hills high school,< 1 year,75000,Source Verified,11-Oct,Fully Paid,wedding,engagement ,NY,,0,14330.03978,12000,2330.04,0
5000,5000, 36 months,10.65%,B,B2,San Francisco General Hospital ,3 years,150000,Not Verified,11-Oct,Fully Paid,other,Unexpected bill,CA,36,0,5878.131552,5000,863.13,15
6000,6000, 36 months,9.91%,B,B1,,10+ years,60000,Not Verified,11-Oct,Fully Paid,credit_card,consolidate,CA,,0,6937.090586,6000,937.09,0
4200,4200, 36 months,8.90%,A,A5,transportation security administration,5 years,34400,Source Verified,11-Oct,Fully Paid,car,My Auto Loan,UT,,0,4738.180774,4200,538.18,0
9000,9000, 36 months,12.42%,B,B4,Time Warner Cable,5 years,60000,Verified,11-Oct,Fully Paid,credit_card,Consolidation,OH,3,0,10220.3577,9000,1220.36,0
6000,6000, 36 months,8.90%,A,A5,Walmart Distribution Center,10+ years,76000,Verified,11-Oct,Fully Paid,car,Car Loan,LA,,0,6675.035477,6000,675.04,0
10500,10500, 36 months,6.62%,A,A2,kaiser permanente,10+ years,57600,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,CA,,0,11136.91426,10500,636.91,0
3875,3875, 60 months,19.03%,E,E2,McClure Stainless LLC,10+ years,75000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,NV,,0,6034.767421,3875,2159.77,0
4800,4800, 36 months,7.51%,A,A3,Ezee car wash,10+ years,49200,Source Verified,11-Oct,Fully Paid,car,car loan,PA,,0,5375.913797,4800,575.91,0
11000,11000, 36 months,12.42%,B,B4,PricewaterhouseCoopers LLP,2 years,63000,Verified,11-Oct,Fully Paid,debt_consolidation,Consolidation Loan,MA,,0,13088.59551,11000,2088.6,0
8000,8000, 36 months,16.29%,D,D1,City Electric Supply,7 years,68000,Verified,11-Oct,Fully Paid,credit_card,Credit Card Payoff,FL,,0,10166.43757,8000,2166.44,0
12000,12000, 36 months,10.65%,B,B2,Ironvine Technology,1 year,86000,Not Verified,11-Oct,Fully Paid,debt_consolidation,Bill consolidation,MD,23,0,13451.80529,12000,1451.81,0
30000,30000, 60 months,22.35%,F,F5,TASC,10+ years,116000,Verified,11-Oct,Fully Paid,debt_consolidation,Bill Consolidation,VA,,0,50133.06989,30000,20091.34,41.73000007
5000,5000, 36 months,6.03%,A,A1,Time Inc,3 years,54590,Not Verified,11-Oct,Fully Paid,moving,NYC,NY,,0,5478.387981,5000,478.39,0
9600,9600, 36 months,6.03%,A,A1,,n/a,28000,Not Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation for CC and Auto,CA,74,0,10518.49017,9600,918.49,0
33000,33000, 60 months,18.64%,E,E1,DOD/ US NAVY,10+ years,66000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,IL,44,0,50304.07006,33000,17304.07,0
7125,7125, 36 months,6.62%,A,A2,US Bank,10+ years,74004,Not Verified,11-Oct,Fully Paid,debt_consolidation,Pay on Credit card,MN,,0,7811.41886,7125,686.42,0
8400,8400, 36 months,7.51%,A,A3,,5 years,240000,Verified,11-Oct,Fully Paid,car,BMW X5 SAV ,NY,14,0,9407.870335,8400,1007.87,0
35000,35000, 60 months,11.71%,B,B3,Wynn Resorts,2 years,80000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Debt and Grad School,NV,,0,46234.42041,35000,11234.42,0
19000,19000, 36 months,8.90%,A,A5,"The Wright Group, Inc.",2 years,78000,Not Verified,11-Oct,Fully Paid,major_purchase,Major Purchase Loan,LA,,0,21627.028,19000,2627.03,0
8000,8000, 36 months,15.96%,C,C5,Reardon and Associates,< 1 year,83200,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,MA,35,0,10119.52239,8000,2119.52,0
20000,20000, 60 months,12.69%,B,B5,Hormel Foods Corporation,10+ years,109000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,GA,53,0,26801.37,20000,6801.37,0
15000,15000, 36 months,12.42%,B,B4,STEWART TITLE ,1 year,32000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,TX,,0,17993.41609,15000,2993.42,0
10000,10000, 36 months,14.27%,C,C2,Hyatt Regency Newport Beach,3 years,50000,Verified,11-Oct,Fully Paid,credit_card,Credit Card Refinance,CA,21,0,11489.51833,10000,1489.52,0
25200,25200, 60 months,13.49%,C,C1,Swat Fame,8 years,50000,Verified,11-Oct,Fully Paid,wedding,Wedding Loan,NY,,0,34783.05571,25200,9583.06,0
9000,9000, 36 months,10.65%,B,B2,"SYSCOM, Inc.",10+ years,104000,Not Verified,11-Oct,Fully Paid,debt_consolidation,Pontiac,MD,,0,10546.00325,9000,1546,0
13275,13275, 36 months,17.58%,D,D4,Baker & McKenzie LLP,5 years,54000,Source Verified,11-Oct,Fully Paid,credit_card,Credit Card Loan,NJ,45,0,17176.16437,13275,3901.16,0
5500,5500, 36 months,6.03%,A,A1,Monmouth Medical Center,9 years,65004,Not Verified,11-Oct,Fully Paid,other,moving expenses,NJ,,0,6026.22007,5500,526.22,0
10000,10000, 36 months,7.51%,A,A3,Swiss Re,6 years,80000,Not Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,NY,45,0,10880.529,10000,880.53,0
6500,6500, 36 months,6.03%,A,A1,"Perry Veterinary Clinic, PLLC",5 years,42000,Not Verified,11-Oct,Fully Paid,major_purchase,Fun In The Snow,NY,,0,6711.914277,6500,211.91,0
2400,2400, 36 months,16.29%,D,D1,Siemens Energy,1 year,21600,Not Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,FL,,0,3049.861068,2400,649.86,0
1000,1000, 36 months,16.29%,D,D1,Monongahela,10+ years,32000,Not Verified,11-Sep,Fully Paid,debt_consolidation,Debt Consolidation,PA,4,0,1270.716942,1000,270.72,0
5000,5000, 36 months,6.03%,A,A1,,n/a,63000,Not Verified,11-Oct,Fully Paid,major_purchase,buggy loan,NV,,0,5478.387981,5000,478.39,0
3800,3800, 36 months,10.65%,B,B2,USPS,5 years,45000,Source Verified,11-Oct,Fully Paid,car,Truck loan,NC,47,0,3890.775208,3800,90.78,0
10000,10000, 36 months,11.71%,B,B3,Helen Ellis Hospital,2 years,60000,Not Verified,11-Oct,Fully Paid,major_purchase,RV Loan,FL,34,0,11443.01774,10000,1443.02,0
1500,1500, 36 months,16.29%,D,D1,Wagon Mound Schools,10+ years,45996,Source Verified,11-Oct,Fully Paid,debt_consolidation,debt,NM,11,0,1906.125558,1500,406.13,0
4800,4800, 36 months,7.51%,A,A3,Southern Highlands Golf Club,9 years,45000,Source Verified,11-Oct,Fully Paid,other,unexpected expenses / bill consolidation,NV,,0,5066.24628,4800,266.25,0
2000,2000, 36 months,7.90%,A,A4,Sequel International,1 year,61000,Not Verified,11-Sep,Fully Paid,debt_consolidation,Credit Card Payoff,CT,22,0,2252.855815,2000,252.86,0
20000,20000, 36 months,10.65%,B,B2,Bank,7 years,85900,Verified,11-Oct,Fully Paid,credit_card,Lower credit card rates and pay off,TX,23,0,23446.95387,20000,3446.95,0
14500,14500, 60 months,17.27%,D,D3,Pearl Harbor Naval Shipyard,3 years,98850,Verified,11-Oct,Fully Paid,debt_consolidation,New Life,HI,15,0,21642.63999,14500,7142.64,0
8325,8325, 36 months,7.51%,A,A3,United States Postal Service,10+ years,52000,Verified,11-Oct,Fully Paid,debt_consolidation,debt consolidation,GA,,0,9252.932008,8325,927.93,0
35000,35000, 60 months,22.74%,G,G1,ohio state university,5 years,180000,Verified,11-Oct,Fully Paid,credit_card,Clean up Debt,OH,,0,42534.78424,35000,7534.78,0
16000,16000, 60 months,15.27%,C,C4,R&R Partners,2 years,125000,Verified,11-Oct,Fully Paid,home_improvement,Home Improvement Loan,NV,80,0,22974.3309,16000,6974.33,0
2000,2000, 60 months,14.27%,C,C2,Self employed Court Reporter,4 years,32004,Not Verified,11-Sep,Fully Paid,other,Emergency Fund for October/November,CA,20,0,2809.564207,2000,809.56,0
9600,9600, 36 months,9.91%,B,B1,"Global Market Insite, Inc.",1 year,80000,Source Verified,11-Oct,Fully Paid,credit_card,Credit Card Payoff,WA,,0,11136.94076,9600,1536.94,0
3000,3000, 36 months,14.27%,C,C2,"CCJM Engineers, Ltd.",10+ years,56000,Source Verified,11-Sep,Fully Paid,medical,Medical Loan,IL,,0,3701.723241,3000,701.72,0
32000,32000, 60 months,12.42%,B,B4,AIG,10+ years,62400,Verified,11-Oct,Fully Paid,credit_card,Credit Card,TX,,0,33301.31883,32000,1301.32,0
2500,2500, 36 months,6.03%,A,A1,Logan County Schools,8 years,15300,Source Verified,11-Oct,Fully Paid,major_purchase,Nugget,KY,,0,2669.193405,2500,169.19,0
25000,25000, 60 months,14.27%,C,C2,Republic Airways Holdings,9 years,80000,Verified,11-Oct,Fully Paid,debt_consolidation,LOAN1,FL,,0,31504.11283,25000,6504.11,0
19075,19075, 36 months,7.90%,A,A4,Brinker Capital Inc,5 years,82000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,PA,,0,21463.66623,19075,2388.67,0
8000,8000, 36 months,6.62%,A,A2,HAND CHEVROLET INC,2 years,136173,Verified,11-Oct,Fully Paid,home_improvement,Home Improvement,NY,,0,8842.64877,8000,842.65,0
5000,5000, 60 months,19.42%,E,E3,Maritz Research,< 1 year,39996,Source Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,MO,,0,7852.642523,5000,2852.64,0
12000,12000, 36 months,12.42%,B,B4,University of Texas at Austin,10+ years,73527,Verified,11-Oct,Fully Paid,debt_consolidation,Payoff ,TX,36,0,14435.3454,12000,2435.35,0
7500,7500, 60 months,18.25%,D,D5,Travelers Indemnity Company,5 years,81996,Not Verified,11-Oct,Fully Paid,debt_consolidation,first step,MN,32,0,9447.964493,7500,1947.96,0
21000,21000, 60 months,19.42%,E,E3,GS Global Services Inc.,4 years,300000,Verified,11-Oct,Fully Paid,other,Personal Loan,VA,,0,25999.77527,21000,4999.78,0
5600,5600, 36 months,15.96%,C,C5,Floor Productions llc,9 years,48000,Not Verified,11-Sep,Fully Paid,car,Our one vehicle is on its last leg!,GA,41,0,6969.45531,5600,1369.46,0
2400,2400, 36 months,16.29%,D,D1,Golden Empire Convalescent Hospital,6 years,24000,Not Verified,11-Sep,Fully Paid,debt_consolidation,Debt Consolidation,CA,71,0,3049.861069,2400,649.86,0
7000,7000, 36 months,6.62%,A,A2,United Talent Agency,4 years,80000,Not Verified,11-Oct,Fully Paid,wedding,Wedding ,CA,,0,7719.749549,7000,719.75,0
6000,6000, 36 months,6.62%,A,A2,ITT Corp.,1 year,82531.8,Not Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation.,NH,,0,6625.921658,6000,625.92,0
3000,3000, 36 months,7.51%,A,A3,Fulton County Schools,9 years,60000,Source Verified,11-Sep,Fully Paid,vacation,Vacation,GA,,0,3359.93553,3000,359.94,0
12000,12000, 36 months,6.62%,A,A2,LSL CPA's,6 years,90000,Not Verified,11-Oct,Fully Paid,credit_card,Wedding Loan,CA,,0,13263.95464,12000,1263.95,0
5000,5000, 36 months,6.03%,A,A1,Alston & Bird,3 years,70000,Source Verified,11-Oct,Fully Paid,credit_card,Chase-Free Loan,GA,,0,5478.387981,5000,478.39,0
16500,16500, 60 months,7.90%,A,A4,Valassis Communications,10+ years,80000,Not Verified,11-Oct,Fully Paid,debt_consolidation,Consolidation,MI,,0,18532.37193,16500,2032.37,0
16000,16000, 60 months,12.69%,B,B5,PHH Mortgage,< 1 year,65000,Verified,11-Oct,Fully Paid,credit_card,Credit Card,NJ,,0,21690.79545,16000,5690.8,0
5000,5000, 36 months,15.27%,C,C4,Rohrich Toyota,1 year,60000,Not Verified,11-Oct,Fully Paid,home_improvement,Susan's Home Necessities,PA,6,0,6263.570821,5000,1263.57,0
14000,14000, 60 months,14.27%,C,C2,Liberty Mutual,4 years,71016,Source Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,MA,,0,19290.25001,14000,5290.25,0
12875,12875, 60 months,17.27%,D,D3,Clofine Dairy and Food Products,8 years,28700,Verified,11-Oct,Fully Paid,home_improvement,Home Improvement,NJ,,0,19173.89001,12875,6298.89,0
6500,6500, 36 months,6.03%,A,A1,st lucie sheriff department,9 years,55236,Not Verified,11-Oct,Fully Paid,debt_consolidation,closer to finish line,FL,,0,7139.861777,6500,624.86,15
12000,12000, 36 months,6.62%,A,A2,University of Miami,10+ years,165000,Verified,11-Oct,Fully Paid,credit_card,Casebeerconsolidate,FL,,0,13028.77246,12000,1028.77,0
2800,2800, 36 months,14.65%,C,C3,,5 years,86400,Not Verified,11-Sep,Fully Paid,major_purchase,Major Purchase,GA,61,0,3476.957173,2800,676.96,0
8150,8150, 36 months,7.51%,A,A3,"Amark Logistics, Inc",2 years,75000,Source Verified,11-Oct,Fully Paid,other,Personal Loan,OH,,0,9127.882771,8150,977.88,0
16450,16450, 60 months,17.58%,D,D4,City of Chicopee,10+ years,40000,Verified,11-Oct,Fully Paid,debt_consolidation,Forgood,MA,3,0,18304.86348,16450,1854.86,0
15000,15000, 60 months,12.42%,B,B4,Bulletin News LLC,9 years,113000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation/Payoffs,DC,55,0,18166.20346,15000,3166.2,0
8000,8000, 36 months,14.65%,C,C3,OHIO TURNPIKE COMMISSON,2 years,45000,Verified,11-Oct,Fully Paid,home_improvement,WOODBURNER,OH,15,0,9934.264743,8000,1934.26,0
14800,14800, 36 months,19.42%,E,E3,"Hyundai AMCO America, Inc",1 year,76700,Verified,11-Oct,Fully Paid,debt_consolidation,Refinancing,AL,72,0,16852.91536,14800,2052.92,0
12800,12800, 36 months,11.71%,B,B3,Regency Hospita,6 years,70000,Verified,11-Oct,Fully Paid,medical,Medical,GA,7,0,15241.35499,12800,2441.35,0
14000,14000, 36 months,12.42%,B,B4,target,9 years,40000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,CA,43,0,16846.04001,14000,2846.04,0
8000,8000, 36 months,12.69%,B,B5,Bouchon,4 years,38000,Source Verified,11-Oct,Fully Paid,credit_card,credit refinance,NC,56,0,9660.901021,8000,1660.9,0
2500,2500, 60 months,13.49%,C,C1,Monterey Airport Dist Police,10+ years,95832,Not Verified,11-Oct,Fully Paid,car,Auto Loan,CA,45,0,2930.595287,2500,430.6,0
1500,1500, 36 months,12.69%,B,B5,marines,10+ years,39600,Source Verified,11-Sep,Fully Paid,other,bills,NC,20,0,1603.254142,1500,103.25,0
6000,6000, 36 months,9.91%,B,B1,Dell,2 years,40000,Verified,11-Sep,Fully Paid,debt_consolidation,Debt Consolidation,SC,,0,6960.587288,6000,960.59,0
35000,35000, 60 months,11.71%,B,B3,Walgreen Company,10+ years,108000,Verified,11-Oct,Fully Paid,credit_card,Lending Tree Loan,TX,,0,40854.40161,35000,5854.4,0
10000,10000, 36 months,13.49%,C,C1,Department of the Navy,1 year,35640,Verified,11-Oct,Fully Paid,debt_consolidation,Debt consolidation,TX,,0,12214.91792,10000,2214.92,0
9000,9000, 36 months,7.51%,A,A3,"WorldWater & Solar Technologies, Inc.",1 year,60000,Not Verified,11-Oct,Fully Paid,credit_card,Credit Card Loan,NJ,46,0,10009.66569,9000,1009.67,0
21600,21600, 60 months,11.71%,B,B3,Eaton Corporation,10+ years,75000,Verified,11-Oct,Fully Paid,credit_card,Credit Card Refinance Loan,IL,,0,28643.46084,21600,7043.46,0
3000,3000, 36 months,14.27%,C,C2,State of California,10+ years,115154.16,Verified,11-Sep,Fully Paid,other,Mortgage Insurance,CA,,0,3705.3345,3000,705.33,0
35000,35000, 60 months,13.49%,C,C1,US NAVY,10+ years,100000,Verified,11-Oct,Fully Paid,debt_consolidation,debt consolidation,VA,,0,43322.542,35000,8322.54,0
4900,4900, 36 months,9.91%,B,B1,Shasta County Sheriffs Office,8 years,43000,Not Verified,11-Oct,Fully Paid,major_purchase,Major Purchase Loan,CA,,0,5684.436681,4900,784.44,0
7500,7500, 36 months,6.62%,A,A2,,n/a,26300,Not Verified,11-Oct,Fully Paid,credit_card,Credit Card Loan,TX,,0,8289.976277,7500,789.98,0
1000,1000, 36 months,8.90%,A,A5,,n/a,12480,Not Verified,11-Sep,Fully Paid,debt_consolidation,Debt Consolidation Loan,CO,,0,1143.138726,1000,143.14,0
1000,1000, 36 months,6.03%,A,A1,Great Northern Products,2 years,40000,Not Verified,11-Sep,Fully Paid,other,help,RI,,0,1095.664181,1000,95.66,0
4000,4000, 60 months,12.69%,B,B5,CSAA,10+ years,66996,Not Verified,11-Sep,Fully Paid,major_purchase,Wheels and Tires,CA,,0,5422.698862,4000,1422.7,0
4500,4500, 36 months,6.62%,A,A2,Yavapai College,< 1 year,32000,Source Verified,11-Oct,Fully Paid,car,Car Loan,AZ,,0,4973.978362,4500,473.98,0
5000,5000, 36 months,6.62%,A,A2,Maui Wowi,4 years,24000,Source Verified,11-Oct,Fully Paid,major_purchase,Major Purchase,MN,,0,5503.326856,5000,503.33,0
35000,35000, 60 months,12.69%,B,B5,Southwest Airlines,3 years,109000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,FL,,0,47119.91998,35000,12119.92,0
8000,8000, 60 months,15.96%,C,C5,American Express,5 years,57000,Source Verified,11-Oct,Fully Paid,other,Personal loan,AZ,,0,10481.38271,8000,2481.38,0
12000,12000, 36 months,17.27%,D,D3,farmers insurance group,10+ years,102000,Verified,11-Oct,Fully Paid,debt_consolidation,debt consolidation,CA,43,0,15460.05809,12000,3460.06,0
23600,23600, 60 months,18.25%,D,D5,,n/a,42090.48,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,AZ,,0,35261.06996,23600,11661.07,0
12000,12000, 36 months,6.03%,A,A1,ALTEC,5 years,64000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,MO,,0,13148.13786,12000,1148.14,0
2400,2400, 36 months,12.69%,B,B5,Sage,6 years,60500,Source Verified,11-Sep,Fully Paid,debt_consolidation,Payoff Loan,AZ,,0,2565.206728,2400,165.21,0
7500,7500, 36 months,8.90%,A,A5,Self,8 years,55000,Verified,11-Oct,Fully Paid,debt_consolidation,Consolidate,FL,,0,8573.362548,7500,1073.36,0
34525,34525, 60 months,14.27%,C,C2,Medco Health Solutions,10+ years,112000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt consolidation,OH,,0,47862.73008,34525,13337.73,0
6000,6000, 36 months,6.03%,A,A1,office depot,4 years,80000,Verified,11-Sep,Fully Paid,home_improvement,home improvement,FL,,0,6116.602817,6000,116.6,0
